Exam,Section(s),Day,Date,Start,Finish,Location,,,,,,,,
REC 371,001,Thursday,"December 10, 2015",9:00 AM,11:30 AM,DC 1351,,,,,,,,
RS 130,001,Thursday,"December 10, 2015",12:30 PM,3:00 PM,CGC 1208,,,,,,,,
RS 170,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
RS 216,001,Tuesday,"December 22, 2015",9:00 AM,11:30 AM,STJ 2011,,,,,,,,
RS 240,001,Tuesday,"December 8, 2015",4:00 PM,6:00 PM,CGC 1302,,,,,,,,
RS 262,001,Saturday,"December 12, 2015",4:00 PM,6:00 PM,RCH 204,,,,,,,,
RS 357,001,Monday,"December 14, 2015",7:30 PM,10:00 PM,CGC 1208,,,,,,,,
RS 361,001,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,PAS 1229,,,,,,,,
RUSS 101,001,Saturday,"December 12, 2015",7:30 PM,10:00 PM,RCH 209,,,,,,,,
RUSS 201,001,Friday,"December 18, 2015",12:30 PM,3:00 PM,ML 354,,,,,,,,
SCI 200,001,Wednesday,"December 9, 2015",4:00 PM,6:30 PM,PAC 4,,,,,,,,
SCI 206,001,Tuesday,"December 22, 2015",9:00 AM,11:00 AM,"DC 1350,1351",,,,,,,,
SCI 237,001,Monday,"December 14, 2015",7:30 PM,10:00 PM,PAC 3,,,,,,,,
SCI 238,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
SDS 131R,001,Saturday,"December 19, 2015",7:30 PM,10:00 PM,REN 2106,,,,,,,,
SDS 150R,001,Friday,"December 18, 2015",4:00 PM,6:30 PM,REN 2106,,,,,,,,
SDS 150R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
SDS 231R,001,Tuesday,"December 15, 2015",12:30 PM,3:00 PM,REN 2107,,,,,,,,
SDS 250R,001,Thursday,"December 10, 2015",12:30 PM,3:00 PM,REN 2106,,,,,,,,
SDS 250R,002,Thursday,"December 10, 2015",12:30 PM,3:00 PM,"REN 2106,2107",,,,,,,,
SDS 250R,003,Thursday,"December 10, 2015",12:30 PM,3:00 PM,"REN 2102,2104",,,,,,,,
SDS 251R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
SDS 355R,001,Friday,"December 11, 2015",9:00 AM,11:30 AM,REN 2106,,,,,,,,
SE 212,"001,002",Wednesday,"December 9, 2015",12:30 PM,3:00 PM,M3 1006,,,,,,,,
SE 380,001,Wednesday,"December 16, 2015",12:30 PM,3:00 PM,"RCH 103,105",,,,,,,,
SE 464,001,Tuesday,"December 8, 2015",4:00 PM,6:30 PM,DC 1351,,,,,,,,
SI 221R,001,Monday,"December 14, 2015",9:00 AM,11:00 AM,REN 2104,,,,,,,,
SMF 204,001,Wednesday,"December 9, 2015",7:30 PM,10:00 PM,STJ 1036,,,,,,,,
SMF 206,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,STJ 1036,,,,,,,,
SMF 305,001,Saturday,"December 12, 2015",4:00 PM,6:30 PM,STJ 2009,,,,,,,,
SOC 101,001,Friday,"December 11, 2015",12:30 PM,3:00 PM,"PAC 1,2,3,4",,,,,,,,
SOC 101,002,Wednesday,"December 9, 2015",9:00 AM,11:30 AM,STJ 2017,,,,,,,,
SOC 101,003,Thursday,"December 17, 2015",7:30 PM,10:00 PM,"DC 1350,1351, M3 1006",,,,,,,,
SOC 101,004,Friday,"December 11, 2015",12:30 PM,3:00 PM,RCH 301,,,,,,,,
SOC 101R,001 to 003,Thursday,"December 17, 2015",7:30 PM,10:00 PM,"STJ 1036,2017",,,,,,,,
SOC 202,001,Tuesday,"December 22, 2015",4:00 PM,6:30 PM,RCH 103,,,,,,,,
SOC 221,001,Wednesday,"December 16, 2015",9:00 AM,11:00 AM,"HH 1101,1102",,,,,,,,
SOC 227,001,Friday,"December 18, 2015",9:00 AM,11:00 AM,"MC 2017,2054",,,,,,,,
SOC 228,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,RCH 302,,,,,,,,
SOC 256,001,Monday,"December 21, 2015",9:00 AM,11:00 AM,PAS 1229,,,,,,,,
SOC 260,001,Saturday,"December 12, 2015",4:00 PM,6:00 PM,RCH 204,,,,,,,,
SOC 280,001,Wednesday,"December 16, 2015",7:30 PM,10:00 PM,RCH 302,,,,,,,,
SOC 302,001,Thursday,"December 10, 2015",9:00 AM,11:30 AM,STJ 3027,,,,,,,,
SOC 306,001,Wednesday,"December 9, 2015",12:30 PM,2:30 PM,PAS 1241,,,,,,,,
SOC 370,001,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,EV3 1408,,,,,,,,
SOCWK 120R,"001,002",Monday,"December 14, 2015",9:00 AM,11:30 AM,STJ 1036,,,,,,,,
SOCWK 120R,003,Monday,"December 14, 2015",9:00 AM,11:30 AM,STJ 2017,,,,,,,,
SOCWK 120R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
SOCWK 220R,001,Wednesday,"December 9, 2015",9:00 AM,11:30 AM,REN 2106,,,,,,,,
SOCWK 221R,"001,002",Monday,"December 14, 2015",12:30 PM,3:00 PM,"REN 2106,2107",,,,,,,,
SOCWK 222R,001,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,REN 2106,,,,,,,,
SOCWK 300R,001,Saturday,"December 12, 2015",12:30 PM,3:00 PM,REN 2106,,,,,,,,
SOCWK 355R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
SPAN 101,001 to 007,Monday,"December 14, 2015",7:30 PM,9:30 PM,"DC 1350,1351",,,,,,,,
SPAN 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
SPAN 102,001,Wednesday,"December 9, 2015",7:30 PM,9:30 PM,MC 4042,,,,,,,,
SPAN 201A,"001,002",Wednesday,"December 9, 2015",4:00 PM,6:00 PM,MC 4042,,,,,,,,
SPCOM 228,001,Wednesday,"December 16, 2015",12:30 PM,3:00 PM,AL 105,,,,,,,,
SPCOM 401,001,Tuesday,"December 15, 2015",12:30 PM,3:00 PM,AL 105,,,,,,,,
SPCOM 490,001,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,ML 349,,,,,,,,
STAT 202,"001,002",Tuesday,"December 15, 2015",7:30 PM,10:00 PM,"PAC 1,2,3,4",,,,,,,,
STAT 206,001,Tuesday,"December 15, 2015",4:00 PM,6:30 PM,"RCH 103,105",,,,,,,,
STAT 220,001,Tuesday,"December 15, 2015",9:00 AM,11:30 AM,PAC 10,,,,,,,,
STAT 221,001,Friday,"December 18, 2015",9:00 AM,11:30 AM,"CIF1 A-Z, CIF2 A-C",,,,,,,,
STAT 230,"001,004,005",Monday,"December 21, 2015",9:00 AM,11:30 AM,"CIF1 A-Z, CIF2 A-J",,,,,,,,
STAT 230,002,Monday,"December 21, 2015",9:00 AM,11:30 AM,"MC 2034,2035,2038",,,,,,,,
STAT 230,003,Monday,"December 21, 2015",9:00 AM,11:30 AM,M3 1006,,,,,,,,
STAT 230,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
STAT 231,"001,002",Friday,"December 18, 2015",9:00 AM,11:30 AM,"CIF1 A-Z, CIF2 A-C",,,,,,,,
STAT 240,001,Tuesday,"December 15, 2015",7:30 PM,10:00 PM,"PAC 9,10",,,,,,,,
STAT 322,001,Thursday,"December 10, 2015",7:30 PM,10:00 PM,PAC 11,,,,,,,,
STAT 330,"001,002",Monday,"December 21, 2015",9:00 AM,11:30 AM,"DC 1350,1351",,,,,,,,
STAT 331,"001,002",Wednesday,"December 16, 2015",9:00 AM,11:30 AM,M3 1006,,,,,,,,
STAT 332,001,Friday,"December 18, 2015",4:00 PM,6:30 PM,M3 1006,,,,,,,,
STAT 333,"001,002",Monday,"December 14, 2015",12:30 PM,3:00 PM,"PAC 7,8,10",,,,,,,,
STAT 334,001,Monday,"December 14, 2015",12:30 PM,3:00 PM,RCH 211,,,,,,,,
STAT 337,001,Friday,"December 11, 2015",12:30 PM,3:00 PM,"MC 2017,2054",,,,,,,,
STAT 341,001,Friday,"December 18, 2015",9:00 AM,11:30 AM,RCH 211,,,,,,,,
STAT 371,001,Friday,"December 11, 2015",9:00 AM,11:30 AM,DC 1350,,,,,,,,
STAT 372,001,Tuesday,"December 15, 2015",9:00 AM,11:30 AM,"MC 2034,2035",,,,,,,,
STAT 373,001,Saturday,"December 12, 2015",12:30 PM,3:00 PM,"PAC 9,10",,,,,,,,
STAT 430,001,Thursday,"December 10, 2015",12:30 PM,3:00 PM,MC 1085,,,,,,,,
STAT 431,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,MC 4021,,,,,,,,
STAT 433,001,Monday,"December 14, 2015",7:30 PM,10:00 PM,"PAC 4,5",,,,,,,,
STAT 442,001,Wednesday,"December 16, 2015",7:30 PM,10:00 PM,MC 4021,,,,,,,,
STAT 443,001,Tuesday,"December 15, 2015",12:30 PM,3:00 PM,"MC 4059,4061",,,,,,,,
STAT 830,001,Thursday,"December 10, 2015",12:30 PM,3:00 PM,MC 1085,,,,,,,,
STAT 831,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,MC 4021,,,,,,,,
STAT 833,001,Monday,"December 14, 2015",7:30 PM,10:00 PM,"PAC 4,5",,,,,,,,
STAT 842,001,Wednesday,"December 16, 2015",7:30 PM,10:00 PM,MC 4021,,,,,,,,
SWREN 120R,001,Monday,"December 14, 2015",9:00 AM,11:30 AM,STJ 1036,,,,,,,,
SWREN 120R,003,Monday,"December 14, 2015",9:00 AM,11:30 AM,STJ 2017,,,,,,,,
SWREN 120R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
SWREN 220R,001,Wednesday,"December 9, 2015",9:00 AM,11:30 AM,REN 2106,,,,,,,,
SWREN 221R,"001,002",Monday,"December 14, 2015",12:30 PM,3:00 PM,"REN 2106,2107",,,,,,,,
SWREN 222R,001,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,REN 2106,,,,,,,,
SWREN 250R,003,Thursday,"December 10, 2015",12:30 PM,3:00 PM,"REN 2102,2104",,,,,,,,
SYDE 101L,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,E2 1310,,,,,,,,
SYDE 111,"001,002",Thursday,"December 17, 2015",9:00 AM,11:30 AM,"RCH 211,306,307",,,,,,,,
SYDE 113,"001,002",Tuesday,"December 15, 2015",9:00 AM,11:30 AM,"RCH 302,305,306",,,,,,,,
SYDE 121,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,HH 1101,,,,,,,,
SYDE 161,001,Tuesday,"December 22, 2015",12:30 PM,3:00 PM,"RCH 301,302",,,,,,,,
SYDE 181,001,Wednesday,"December 9, 2015",9:00 AM,11:30 AM,"RCH 307,308",,,,,,,,
SYDE 182,001,Friday,"December 11, 2015",4:00 PM,6:30 PM,"E5 3101,3102",,,,,,,,
SYDE 212,001,Tuesday,"December 15, 2015",4:00 PM,6:30 PM,"MC 2017,2054",,,,,,,,
SYDE 252,001,Monday,"December 14, 2015",12:30 PM,3:00 PM,"RCH 110,112",,,,,,,,
SYDE 252,002,Thursday,"December 10, 2015",4:00 PM,6:30 PM,"MC 4059,4060,4061",,,,,,,,
SYDE 262,001,Tuesday,"December 8, 2015",4:00 PM,6:30 PM,"RCH 110,112",,,,,,,,
SYDE 286,001,Thursday,"December 10, 2015",12:30 PM,3:00 PM,"RCH 110,112",,,,,,,,
SYDE 292,001,Thursday,"December 17, 2015",4:00 PM,6:30 PM,"RCH 110,112",,,,,,,,
SYDE 411,001,Thursday,"December 10, 2015",9:00 AM,11:30 AM,RCH 301,,,,,,,,
SYDE 553,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,RCH 209,,,,,,,,
SYDE 575,001,Monday,"December 14, 2015",9:00 AM,11:30 AM,RCH 211,,,,,,,,
TS 652,001,Monday,"December 14, 2015",7:30 PM,10:00 PM,CGC 1208,,,,,,,,
VCULT 100,001,Thursday,"December 10, 2015",4:00 PM,6:30 PM,"RCH 301,302",,,,,,,,
WS 325,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,STJ 3016,,,,,,,,
