Exam,Section(s),Day,Date,Start,Finish,Location,,,,,,,,,,,,,,,
PHYS 256,001,Monday,"December 15, 2014",9:00 AM,11:30 AM,"RCH 302,305",,,,,,,,,,,,,,,
PHYS 275,001,Saturday,"December 13, 2014",9:00 AM,11:30 AM,"PAC 9,10",,,,,,,,,,,,,,,
PHYS 334,001,Thursday,"December 11, 2014",4:00 PM,6:30 PM,RCH 308,,,,,,,,,,,,,,,
PHYS 358,001,Friday,"December 5, 2014",12:30 PM,3:00 PM,DWE 1501,,,,,,,,,,,,,,,
PHYS 363,001,Wednesday,"December 10, 2014",9:00 AM,11:30 AM,PHY 235,,,,,,,,,,,,,,,
PHYS 364,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,PHY 313,,,,,,,,,,,,,,,
PHYS 380,001,Friday,"December 12, 2014",7:30 PM,10:00 PM,PHY 308,,,,,,,,,,,,,,,
PHYS 434,001,Tuesday,"December 9, 2014",12:30 PM,3:00 PM,DWE 1501,,,,,,,,,,,,,,,
PHYS 441A,001,Friday,"December 5, 2014",9:00 AM,11:30 AM,PHY 313,,,,,,,,,,,,,,,
PHYS 442,001,Thursday,"December 4, 2014",7:30 PM,10:00 PM,PHY 313,,,,,,,,,,,,,,,
PHYS 454,001,Saturday,"December 6, 2014",12:30 PM,3:00 PM,PAC 9,,,,,,,,,,,,,,,
PHYS 461,001,Tuesday,"December 16, 2014",9:00 AM,11:30 AM,PHY 313,,,,,,,,,,,,,,,
PHYS 475,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,PHY 313,,,,,,,,,,,,,,,
PHYS 490,001,Monday,"December 15, 2014",12:30 PM,3:00 PM,PHY 313,,,,,,,,,,,,,,,
PLAN 100,001,Wednesday,"December 10, 2014",4:00 PM,6:30 PM,"PAC 1,2",,,,,,,,,,,,,,,
PLAN 102,001,Friday,"December 12, 2014",9:00 AM,11:30 AM,"RCH 301,307",,,,,,,,,,,,,,,
PLAN 105,001,Monday,"December 8, 2014",4:00 PM,6:30 PM,DC 1351,,,,,,,,,,,,,,,
PLAN 281,001,Wednesday,"December 10, 2014",4:00 PM,6:30 PM,"RCH 103,105",,,,,,,,,,,,,,,
PLAN 362,001,Wednesday,"December 10, 2014",12:30 PM,3:00 PM,EV3 1408,,,,,,,,,,,,,,,
PLAN 674,001,Wednesday,"December 10, 2014",12:30 PM,3:00 PM,EV3 1408,,,,,,,,,,,,,,,
PMATH 330,001,Wednesday,"December 10, 2014",9:00 AM,11:30 AM,"PAC 9,10",,,,,,,,,,,,,,,
PMATH 331,001,Wednesday,"December 17, 2014",9:00 AM,11:30 AM,PAC 5,,,,,,,,,,,,,,,
PMATH 334,001,Thursday,"December 4, 2014",4:00 PM,6:30 PM,MC 4064,,,,,,,,,,,,,,,
PMATH 340,001,Monday,"December 8, 2014",7:30 PM,10:00 PM,"PAC 9,10",,,,,,,,,,,,,,,
PMATH 347,001,Saturday,"December 6, 2014",4:00 PM,6:30 PM,RCH 211,,,,,,,,,,,,,,,
PMATH 351,001,Thursday,"December 18, 2014",4:00 PM,6:30 PM,MC 4045,,,,,,,,,,,,,,,
PMATH 451,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,RCH 205,,,,,,,,,,,,,,,
PMATH 451,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PMATH 465,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,MC 4064,,,,,,,,,,,,,,,
PMATH 651,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,RCH 205,,,,,,,,,,,,,,,
PMATH 665,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,MC 4064,,,,,,,,,,,,,,,
PORT 101,001,Thursday,"December 18, 2014",12:30 PM,2:30 PM,MC 4041,,,,,,,,,,,,,,,
PSCI 252,001,Monday,"December 8, 2014",7:30 PM,9:30 PM,RCH 112,,,,,,,,,,,,,,,
PSCI 255,001,Monday,"December 15, 2014",4:00 PM,6:00 PM,"RCH 307,308",,,,,,,,,,,,,,,
PSCI 257,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,EV3 1408,,,,,,,,,,,,,,,
PSCI 259,001,Wednesday,"December 17, 2014",4:00 PM,6:00 PM,MC 4045,,,,,,,,,,,,,,,
PSCI 260,001,Wednesday,"December 10, 2014",4:00 PM,6:30 PM,"PAC 9,10",,,,,,,,,,,,,,,
PSCI 281,001,Friday,"December 19, 2014",9:00 AM,11:30 AM,PAC 8,,,,,,,,,,,,,,,
PSCI 353,001,Friday,"December 12, 2014",4:00 PM,6:30 PM,RCH 306,,,,,,,,,,,,,,,
PSCI 358,001,Saturday,"December 6, 2014",9:00 AM,11:00 AM,MC 4041,,,,,,,,,,,,,,,
PSYCH 101,001,Saturday,"December 13, 2014",7:30 PM,10:00 PM,"PAC 4,5,6,11",,,,,,,,,,,,,,,
PSYCH 101,002,Saturday,"December 13, 2014",7:30 PM,9:30 PM,"M3 1006,DC 1350,1351,MC 1056",,,,,,,,,,,,,,,
PSYCH 101,003,Saturday,"December 13, 2014",7:30 PM,10:00 PM,"PAC 1,2,9",,,,,,,,,,,,,,,
PSYCH 101,005,Monday,"December 8, 2014",9:00 AM,10:30 AM,STJ 2017,,,,,,,,,,,,,,,
PSYCH 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PSYCH 101R,001 to 003,Wednesday,"December 10, 2014",9:00 AM,11:30 AM,STJ 1036,,,,,,,,,,,,,,,
PSYCH 211,001,Friday,"December 12, 2014",4:00 PM,6:30 PM,"RCH 103,105,110,112",,,,,,,,,,,,,,,
PSYCH 253,001,Monday,"December 15, 2014",12:30 PM,3:00 PM,"DC 1350,1351",,,,,,,,,,,,,,,
PSYCH 253,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PSYCH 256,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PSYCH 257,001,Thursday,"December 11, 2014",7:30 PM,9:30 PM,"DC 1350,1351,MC 1085",,,,,,,,,,,,,,,
PSYCH 261,001,Wednesday,"December 10, 2014",12:30 PM,2:30 PM,"RCH 301,302,307",,,,,,,,,,,,,,,
PSYCH 261,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PSYCH 291,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,"DC 1350,1351",,,,,,,,,,,,,,,
PSYCH 306,001,Thursday,"December 18, 2014",12:30 PM,2:30 PM,DC 1350,,,,,,,,,,,,,,,
PSYCH 312R,001,Tuesday,"December 9, 2014",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,,,,,,
PSYCH 318,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,STJ 2009,,,,,,,,,,,,,,,
PSYCH 320,001,Monday,"December 15, 2014",7:30 PM,9:30 PM,RCH 301,,,,,,,,,,,,,,,
PSYCH 336,001,Monday,"December 15, 2014",4:00 PM,6:30 PM,PAC 1,,,,,,,,,,,,,,,
PSYCH 340,001,Tuesday,"December 16, 2014",9:00 AM,10:30 AM,DC 1351,,,,,,,,,,,,,,,
PSYCH 352,001,Saturday,"December 6, 2014",12:30 PM,3:00 PM,"RCH 302,305",,,,,,,,,,,,,,,
PSYCH 355,001,Tuesday,"December 9, 2014",12:30 PM,2:30 PM,"RCH 103,105",,,,,,,,,,,,,,,
PSYCH 356R,001,Friday,"December 12, 2014",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,,,,,,
PSYCH 391,001,Thursday,"December 11, 2014",12:30 PM,3:00 PM,M3 1006,,,,,,,,,,,,,,,
REC 101,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,"MC 4020,4021,4045",,,,,,,,,,,,,,,
REC 371,001,Wednesday,"December 10, 2014",4:00 PM,6:30 PM,PAC 3,,,,,,,,,,,,,,,
REES 220,001,Wednesday,"December 17, 2014",4:00 PM,6:30 PM,HH 1101,,,,,,,,,,,,,,,
REES 273,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,ML 216,,,,,,,,,,,,,,,
RS 130,001,Saturday,"December 6, 2014",9:00 AM,11:30 AM,CGC 1300,,,,,,,,,,,,,,,
RS 152,001,Thursday,"December 18, 2014",9:00 AM,11:30 AM,CGC 1302,,,,,,,,,,,,,,,
RS 170,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
RS 216,001,Friday,"December 5, 2014",12:30 PM,3:00 PM,PAS 1229,,,,,,,,,,,,,,,
RS 230,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
RS 240,001,Tuesday,"December 9, 2014",9:00 AM,11:30 AM,CGC 1302,,,,,,,,,,,,,,,
RS 280,001,Saturday,"December 13, 2014",4:00 PM,6:00 PM,RCH 307,,,,,,,,,,,,,,,
RS 358,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,CGC 1300,,,,,,,,,,,,,,,
RUSS 101,001,Wednesday,"December 17, 2014",12:30 PM,3:00 PM,ML 246,,,,,,,,,,,,,,,
SCI 200,001,Thursday,"December 18, 2014",9:00 AM,11:30 AM,PAC 2,,,,,,,,,,,,,,,
SCI 206,001,Friday,"December 19, 2014",12:30 PM,2:30 PM,"DC 1350,1351",,,,,,,,,,,,,,,
SCI 237,001,Wednesday,"December 17, 2014",9:00 AM,11:30 AM,PAC 12,,,,,,,,,,,,,,,
SCI 238,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
SDS 131R,001 to 003,Monday,"December 8, 2014",7:30 PM,10:00 PM,STJ 1036,,,,,,,,,,,,,,,
SDS 150R,001,Tuesday,"December 16, 2014",7:30 PM,10:00 PM,"REN 2106,2107",,,,,,,,,,,,,,,
SDS 150R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
SDS 220R,001,Tuesday,"December 16, 2014",9:00 AM,11:30 AM,REN 2106,,,,,,,,,,,,,,,
SDS 231R,001,Saturday,"December 13, 2014",12:30 PM,3:00 PM,REN 2106,,,,,,,,,,,,,,,
SDS 250R,001 to 003,Thursday,"December 4, 2014",12:30 PM,3:00 PM,"MC 4059,4061",,,,,,,,,,,,,,,
SDS 251R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
SDS 354R,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,,,,,
SDS 355R,001,Tuesday,"December 16, 2014",4:00 PM,6:30 PM,REN 2106,,,,,,,,,,,,,,,
SE 212,"001,002",Tuesday,"December 9, 2014",4:00 PM,6:30 PM,"PAC 1,2",,,,,,,,,,,,,,,
SE 463,001,Thursday,"December 11, 2014",4:00 PM,6:30 PM,M3 1006,,,,,,,,,,,,,,,
SI 101R,"001,002",Friday,"December 12, 2014",9:00 AM,11:30 AM,"REN 2106,2107",,,,,,,,,,,,,,,
SI 102R,001,Monday,"December 15, 2014",9:00 AM,11:30 AM,REN 2102,,,,,,,,,,,,,,,
SI 201R,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,REN 0402,,,,,,,,,,,,,,,
SI 221R,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,REN 2104,,,,,,,,,,,,,,,
SI 301R,001,Tuesday,"December 9, 2014",9:00 AM,11:30 AM,REN 2104,,,,,,,,,,,,,,,
SMF 204,001,Tuesday,"December 9, 2014",7:30 PM,10:00 PM,STJ 1036,,,,,,,,,,,,,,,
SOC 101,001,Tuesday,"December 9, 2014",7:30 PM,10:00 PM,"PAC 1,2,3,4,5",,,,,,,,,,,,,,,
SOC 101,002,Wednesday,"December 10, 2014",12:30 PM,3:00 PM,"CGC 1111,1208,1302",,,,,,,,,,,,,,,
SOC 101,003,Monday,"December 15, 2014",9:00 AM,11:30 AM,STJ 2017,,,,,,,,,,,,,,,
SOC 101,004,Wednesday,"December 10, 2014",7:30 PM,10:00 PM,"PAC 4,5,6,7",,,,,,,,,,,,,,,
SOC 101,005,Monday,"December 15, 2014",12:30 PM,3:00 PM,"PAC 9,10",,,,,,,,,,,,,,,
SOC 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
SOC 202,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,PAS 2083,,,,,,,,,,,,,,,
SOC 222,001,Wednesday,"December 10, 2014",12:30 PM,3:00 PM,"AL 208,211",,,,,,,,,,,,,,,
SOC 223,001,Monday,"December 15, 2014",7:30 PM,9:30 PM,RCH 302,,,,,,,,,,,,,,,
SOC 224R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
SOC 227,001,Friday,"December 5, 2014",9:00 AM,11:00 AM,"AL 208,211",,,,,,,,,,,,,,,
SOC 262,001,Saturday,"December 13, 2014",4:00 PM,6:00 PM,RCH 307,,,,,,,,,,,,,,,
SOC 280,001,Monday,"December 8, 2014",7:30 PM,10:00 PM,B1 370,,,,,,,,,,,,,,,
SOC 321,001,Tuesday,"December 16, 2014",7:30 PM,10:00 PM,HH 1101,,,,,,,,,,,,,,,
SOC 370,001,Friday,"December 12, 2014",9:00 AM,11:30 AM,"AL 105,124",,,,,,,,,,,,,,,
SOCWK 120R,001 to 003,Thursday,"December 4, 2014",9:00 AM,11:30 AM,"HH 1101,1102",,,,,,,,,,,,,,,
SOCWK 220R,"001,002",Monday,"December 8, 2014",9:00 AM,11:30 AM,"REN 2106,2107",,,,,,,,,,,,,,,
SOCWK 221R,001,Thursday,"December 4, 2014",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,,,,,,
SOCWK 240R,001,Saturday,"December 6, 2014",12:30 PM,3:00 PM,REN 2106,,,,,,,,,,,,,,,
SOCWK 300R,001,Friday,"December 5, 2014",9:00 AM,11:30 AM,REN 2106,,,,,,,,,,,,,,,
SOCWK 357R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
SPAN 101,001 to 007,Wednesday,"December 17, 2014",4:00 PM,6:00 PM,"DC 1350,1351",,,,,,,,,,,,,,,
SPAN 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
SPAN 102,001,Tuesday,"December 16, 2014",4:00 PM,6:00 PM,MC 4041,,,,,,,,,,,,,,,
SPAN 201A,"001,002",Friday,"December 12, 2014",7:30 PM,9:30 PM,RCH 309,,,,,,,,,,,,,,,
SPAN 201B,001,Monday,"December 15, 2014",9:00 AM,11:00 AM,RCH 205,,,,,,,,,,,,,,,
STAT 202,"001,002",Saturday,"December 13, 2014",4:00 PM,6:30 PM,"PAC 4,5,6,7,11",,,,,,,,,,,,,,,
STAT 206,001,Thursday,"December 18, 2014",12:30 PM,3:00 PM,"PAC 4,5",,,,,,,,,,,,,,,
STAT 220,001,Wednesday,"December 17, 2014",12:30 PM,3:00 PM,MC 4040,,,,,,,,,,,,,,,
STAT 221,001,Tuesday,"December 16, 2014",9:00 AM,11:30 AM,"PAC 1,2,3,4,5",,,,,,,,,,,,,,,
STAT 230,001 to 005,Saturday,"December 13, 2014",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7,8,9",,,,,,,,,,,,,,,
STAT 231,"001,002",Tuesday,"December 16, 2014",9:00 AM,11:30 AM,"PAC 1,2,3,4,5",,,,,,,,,,,,,,,
STAT 240,001,Saturday,"December 13, 2014",12:30 PM,3:00 PM,MC 4021,,,,,,,,,,,,,,,
STAT 322,001,Thursday,"December 4, 2014",7:30 PM,10:00 PM,RCH 308,,,,,,,,,,,,,,,
STAT 330,"001,002",Saturday,"December 13, 2014",12:30 PM,3:00 PM,"DC 1350,1351",,,,,,,,,,,,,,,
STAT 331,"001,002",Tuesday,"December 16, 2014",9:00 AM,11:30 AM,"PAC 7,8",,,,,,,,,,,,,,,
STAT 332,001,Thursday,"December 18, 2014",9:00 AM,11:30 AM,"PAC 11,12",,,,,,,,,,,,,,,
STAT 333,"001,002",Friday,"December 12, 2014",9:00 AM,11:30 AM,"DC 1350,1351",,,,,,,,,,,,,,,
STAT 334,001,Tuesday,"December 16, 2014",12:30 PM,3:00 PM,PAC 7,,,,,,,,,,,,,,,
STAT 337,001,Saturday,"December 13, 2014",7:30 PM,10:00 PM,PAC 12,,,,,,,,,,,,,,,
STAT 341,001,Saturday,"December 13, 2014",12:30 PM,3:00 PM,MC 2054,,,,,,,,,,,,,,,
STAT 371,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,"RCH 110,112",,,,,,,,,,,,,,,
STAT 372,001,Saturday,"December 6, 2014",7:30 PM,10:00 PM,RCH 301,,,,,,,,,,,,,,,
STAT 373,001,Tuesday,"December 16, 2014",9:00 AM,11:30 AM,"PAC 9,10",,,,,,,,,,,,,,,
STAT 430,001,Saturday,"December 13, 2014",7:30 PM,10:00 PM,PAC 3,,,,,,,,,,,,,,,
STAT 431,001,Saturday,"December 6, 2014",9:00 AM,11:30 AM,"MC 2034,2035",,,,,,,,,,,,,,,
STAT 433,001,Monday,"December 8, 2014",12:30 PM,3:00 PM,"MC 4059,4061",,,,,,,,,,,,,,,
STAT 830,001,Saturday,"December 13, 2014",7:30 PM,10:00 PM,PAC 3,,,,,,,,,,,,,,,
STAT 831,001,Saturday,"December 6, 2014",9:00 AM,11:30 AM,"MC 2034,2035",,,,,,,,,,,,,,,
STAT 833,001,Monday,"December 8, 2014",12:30 PM,3:00 PM,"MC 4059,4061",,,,,,,,,,,,,,,
SUSM 675,001,Friday,"December 12, 2014",12:30 PM,3:00 PM,RCH 308,,,,,,,,,,,,,,,
SWREN 120R,001 to 003,Thursday,"December 4, 2014",9:00 AM,11:30 AM,"HH 1101,1102",,,,,,,,,,,,,,,
SWREN 220R,"001,002",Monday,"December 8, 2014",9:00 AM,11:30 AM,"REN 2106,2107",,,,,,,,,,,,,,,
SWREN 221R,001,Thursday,"December 4, 2014",7:30 PM,10:00 PM,REN 2106,,,,,,,,,,,,,,,
SWREN 224R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
SWREN 250R,003,Thursday,"December 4, 2014",12:30 PM,3:00 PM,"MC 4059,4061",,,,,,,,,,,,,,,
SWREN 251R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
SWREN 300R,001,Friday,"December 5, 2014",9:00 AM,11:30 AM,REN 2106,,,,,,,,,,,,,,,
SYDE 101L,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,E2 1310,,,,,,,,,,,,,,,
SYDE 111,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,"E5 6004,6006,6008",,,,,,,,,,,,,,,
SYDE 113,"001,002",Friday,"December 12, 2014",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,,,,,,
SYDE 121,001,Saturday,"December 6, 2014",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,,,,,,
SYDE 161,001,Thursday,"December 11, 2014",4:00 PM,6:30 PM,"E5 6004,6006,6008",,,,,,,,,,,,,,,
SYDE 181,001,Monday,"December 15, 2014",9:00 AM,11:30 AM,"E5 6006,6008",,,,,,,,,,,,,,,
SYDE 212,001,Monday,"December 8, 2014",4:00 PM,6:30 PM,"E5 6006,6008",,,,,,,,,,,,,,,
SYDE 252,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,,,,,,
SYDE 252,002,Wednesday,"December 10, 2014",12:30 PM,3:00 PM,"MC 4020,4021",,,,,,,,,,,,,,,
SYDE 262,001,Wednesday,"December 10, 2014",9:00 AM,11:30 AM,"E5 6006,6008",,,,,,,,,,,,,,,
SYDE 286,001,Thursday,"December 11, 2014",9:00 AM,11:30 AM,"E5 6006,6008",,,,,,,,,,,,,,,
SYDE 292,001,Monday,"December 15, 2014",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,,,,,,
SYDE 411,001,Thursday,"December 11, 2014",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,,,,,,
SYDE 553,001,Monday,"December 8, 2014",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,,,,,,
SYDE 575,001,Friday,"December 5, 2014",12:30 PM,3:00 PM,"E5 6006,6008",,,,,,,,,,,,,,,
TS 653,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,CGC 1300,,,,,,,,,,,,,,,
VCULT 100,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,"MC 2034,2035,2038",,,,,,,,,,,,,,,
WS 325,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,STJ 3027,,,,,,,,,,,,,,,
