Exam,Section(s),Day,Date,"Start
Time","End
Time",Location,,,
STAT 241,001,Tuesday,"April 21, 2015",7:30 PM,10:00 PM,PAC 7,,,
STAT 316,001,Monday,"April 20, 2015",7:30 PM,10:00 PM,"PAC 4,5",,,
STAT 321,001,Tuesday,"April 21, 2015",7:30 PM,10:00 PM,PAC 9,,,
STAT 330,"001,002",Tuesday,"April 14, 2015",9:00 AM,11:30 AM,M3 1006,,,
STAT 331,001,Tuesday,"April 21, 2015",4:00 PM,6:30 PM,"PAC 4,5",,,
STAT 333,"001,002",Monday,"April 13, 2015",12:30 PM,3:00 PM,"MC 4059,4060,4061",,,
STAT 340,"001,002",Exam removed from schedule. Contact instructor for further information.,,,,,,,
STAT 371,001,Saturday,"April 25, 2015",9:00 AM,11:30 AM,PAC 3,,,
STAT 372,001,Wednesday,"April 22, 2015",7:30 PM,10:00 PM,RCH 302,,,
STAT 431,001,Tuesday,"April 21, 2015",7:30 PM,10:00 PM,DC 1351,,,
STAT 435,001,Tuesday,"April 21, 2015",9:00 AM,11:30 AM,MC 4040,,,
STAT 436,001,Monday,"April 20, 2015",9:00 AM,11:30 AM,RCH 205,,,
STAT 437,001,Wednesday,"April 15, 2015",12:30 PM,3:00 PM,PAC 10,,,
STAT 443,001,Wednesday,"April 15, 2015",12:30 PM,3:00 PM,DC 1351,,,
STAT 450,001,Friday,"April 24, 2015",12:30 PM,3:00 PM,"PAC 4,5",,,
STAT 835,001,Tuesday,"April 21, 2015",9:00 AM,11:30 AM,MC 4040,,,
STAT 836,001,Monday,"April 20, 2015",9:00 AM,11:30 AM,RCH 205,,,
STAT 837,001,Wednesday,"April 15, 2015",12:30 PM,3:00 PM,PAC 10,,,
STAT 850,001,Friday,"April 24, 2015",12:30 PM,3:00 PM,"PAC 4,5",,,
SWREN 220R,001,Monday,"April 13, 2015",4:00 PM,6:30 PM,TBA,,,
SWREN 221R,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,TBA,,,
SWREN 221R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SWREN 222R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SWREN 250R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SWREN 300R,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,TBA,,,
SWREN 300R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SWREN 312R,001,Friday,"April 10, 2015",12:30 PM,3:00 PM,TBA,,,
SYDE 112,001,Wednesday,"April 15, 2015",12:30 PM,3:00 PM,TBA,,,
SYDE 114,001,Friday,"April 10, 2015",9:00 AM,11:30 AM,TBA,,,
SYDE 182,001,Monday,"April 20, 2015",7:30 PM,10:00 PM,TBA,,,
SYDE 211,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,TBA,,,
SYDE 223,001,Tuesday,"April 21, 2015",12:30 PM,3:00 PM,TBA,,,
SYDE 261,001,Monday,"April 20, 2015",9:00 AM,11:30 AM,TBA,,,
SYDE 283,001,Wednesday,"April 15, 2015",9:00 AM,11:30 AM,TBA,,,
SYDE 285,001,Friday,"April 17, 2015",12:30 PM,3:00 PM,TBA,,,
SYDE 312,001,Friday,"April 10, 2015",12:30 PM,3:00 PM,TBA,,,
SYDE 332,001,Tuesday,"April 21, 2015",9:00 AM,11:30 AM,TBA,,,
SYDE 334,001,Tuesday,"April 21, 2015",4:00 PM,6:30 PM,"PAC 4,5",,,
SYDE 352,001,Tuesday,"April 14, 2015",9:00 AM,11:30 AM,TBA,,,
SYDE 372,001,Monday,"April 20, 2015",12:30 PM,3:00 PM,TBA,,,
SYDE 384,001,Thursday,"April 16, 2015",12:30 PM,3:00 PM,TBA,,,
SYDE 544,001,Tuesday,"April 14, 2015",4:00 PM,6:30 PM,TBA,,,
WS 206,001,Friday,"April 10, 2015",9:00 AM,11:30 AM,RCH 302,,,
WS 222,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
